entityID	wikidataID	label
1644	Q2235609	Taifa of Huesca
1645	Q2247225	Tarumanagara
1646	Q2308885	Lemko Republic
1647	Q2314869	Later Liang
1648	Q2326511	Republica Bernensis
1649	Q2347909	East Bengal
1650	Q2376315	British rule in Burma
1651	Q2424187	Kingdom of Rarotonga
1652	Q2437292	Nueva Galicia
1653	Q2468597	Turkish Republic of Aras
1654	Q2479352	Principado da Grande Pérmia
1655	Q2500952	Ava Kingdom
1656	Q2506068	Azadistan
1657	Q2511407	Vicomté d'Oloron
1658	Q2577303	Kingdom of Sardinia
1659	Q2578706	Kingdom of Ceredigion
1660	Q2582590	Teispids
1661	Q2594661	Kingdom of Gwent
1662	Q2597352	Kingdom of Norway (1814)
1663	Q2627082	Bombay State
1664	Q2643374	Taifa of Santarém
1665	Q2665520	Lordship of Prilep
1666	Q2674433	Rijkslandvoogdij Ortenau
1667	Q2703679	Crimean Regional Government
1668	Q2842000	Ambazonia
1669	Q2935756	Canada East
1670	Q3175929	Mirdasid dynasty
1671	Q3302610	Restored Hanthawaddy Kingdom
1672	Q3348640	Italian Ethiopia
1673	Q3374892	Mysore State
1674	Q3399982	Kingdom of Spain
1675	Q3446152	Kingdom of Bora Bora
1676	Q3446232	Tanjungpura Kingdom
1677	Q3509510	Second Nigerian Republic
1678	Q3530610	Thanjavur Maratha kingdom
1679	Q3574076	Kingdom of Toledo
1680	Q3651039	Duchy of Racha
1681	Q3688464	County of Novellara and Bagnolo
1682	Q3765100	Vishnukundina
1683	Q3780537	Gaza Empire
1684	Q3933257	Republic of Valsesia
1685	Q3960415	Signoria di Correggio
1686	Q4100821	Bhopal State  (1949–56)
1687	Q4105363	Wahidi
1688	Q4120908	Inner Mongolian People's Republic
1689	Q4159675	Javad khanate
1690	Q4167941	Древний Бенин
1691	Q4182327	White movement in Transbaikal
1692	Q4183465	Заглебьевская республика
1693	Q4274522	Tyrconnell
1694	Q4278048	Малмыжское княжество
1695	Q4337218	Kingdom of Orungu
1696	Q4384185	Han
1697	Q4393598	Republic of the Cape Verde Islands
1698	Q4421240	Сицилийская держава Гелона
1699	Q4449685	Beylik of Tacettin
1700	Q4503615	Tsebelda culture
1701	Q4505481	Liu Qi
1702	Q4533605	South Russia
1703	Q4783941	Aram Rehob
1704	Q5124786	Civitas Schinesghe
1705	Q5148517	Colony and Protectorate of Nigeria
1706	Q5269336	Dharmasraya
1707	Q5343710	Kingdom of Italy
1708	Q5519387	Galuh Kingdom
1709	Q5560770	zone under the control of the nationalist faction
1710	Q5581085	Gomanta Kingdom
1711	Q5848651	United States of Venezuela
1712	Q5866728	Democratic Republic of the Sudan
1713	Q5947557	Taifa of Ceuta
1714	Q6123742	Second Republic (Dominican Republic)
1715	Q6404540	Qutlugh-Khanids
1716	Q6414862	Kirata Kingdom
1717	Q6673921	Lotharingia
1718	Q6734111	Mahisha Kingdom
1719	Q6741448	Commonwealth realm of Malawi
1720	Q6759911	거리국
1721	Q6830639	Dachanghe
1722	Q6831333	Đại Nghĩa Ninh
1723	Q7735661	Commonwealth realm of the Gambia
1724	Q7884006	Undivided Assam
1725	Q10104760	子合
1726	Q10402730	焦國
1727	Q10434625	盖国
1728	Q10513637	蒲犂國
1729	Q10726489	axis occupation of Serbia
1730	Q10869002	且弥
1731	Q10893179	六國 (諸侯國)
1732	Q10911198	原国
1733	Q10947299	安陵國
1734	Q11029653	Nabataean kingdom
1735	Q11175164	Jun
1736	Q11285099	美國統治琉球時期
1737	Q11354923	三好政権
1738	Q11704201	Taifa of Arjona
1739	Q11915046	comtat de Laroche
1740	Q11946876	Sangibirtu
1741	Q12491034	Kahuripan
1742	Q12491045	Kerajaan Pagatan
1743	Q12491053	Kerajaan Selaparang
1744	Q12491395	Kesultanan Berau
1745	Q12583396	Geonmaguk
1746	Q12617434	Jujomaguk
1747	Q12660335	Kashi
1748	Q13563256	Dalmatia
1749	Q15695801	Marquisate of Oristano
1750	Q15788609	Bila
1751	Q15892936	介國
1752	Q15893356	阚国
1753	Q15902576	皇明天朝
1754	Q15902774	中天国
1755	Q15904474	黃壇國
1756	Q15925436	Republic of Crimea
1757	Q15939286	和田伊斯兰王国
1758	Q16084290	Illyrian Kingdom
1759	Q16164005	Uhyumotakguk
1760	Q16678116	Московское государство
1761	Q16746854	Luhansk People's Republic
1762	Q16822366	Banu Kathir
1763	Q16912926	Novorossiya (Union of People's Republics)
1764	Q16949002	Lordship of Brecknock
1765	Q17015016	Bishopric of Verdun
1766	Q17026804	Genmou
1767	Q17028056	Zhongli
1768	Q17034723	Jiaodong Kingdom
1769	Q17063037	須句國
1770	Q17108151	Sultanate of Dewe
1771	Q17636159	Marchesato di Ostiano
1772	Q18111824	Dhrol State
1773	Q18165305	郭國
1774	Q18207528	Great Ardra
1775	Q18234383	Safavid Empire
1776	Q18331029	Hungarian State
1777	Q18397500	Repubblica dell'Alto Monferrato
1778	Q19852275	大靖龙朝
1779	Q19892830	Kingdom of Coorg
1780	Q19937663	Republic of Vinica
1781	Q20009975	Marchesato di Zibello
1782	Q20063215	尚明国
1783	Q20639104	Margravate of Flanders
1784	Q20973653	Kingdom of Munster
1785	Q21004660	Pictland
1786	Q21075369	Abarsal
1787	Q21076535	Islamic Republic of Qaim
1788	Q21280826	縛婁
1789	Q21707489	Zuba
1790	Q21815325	Emirat de Lafiagi
1791	Q21819878	emirat de Shonga
1792	Q25053733	Khasa Kingdom
1793	Q25099308	Tamuwan
1794	Q25421261	emirat d'Adrar
1795	Q25424205	Sultanate of Mohéli
1796	Q25459967	Kerajaan Palu
1797	Q28470114	Shirvan
1798	Q30744169	Fereral republic of Cameroon
1799	Q30943828	房國
1800	Q30945441	河宗氏
1801	Q30945472	宗國
1802	Q30945659	蔑国
1803	Q30945866	贯国
1804	Q48838868	Tharad
1805	Q56228980	Kerajaan Bojong Galuh
1806	Q56228981	Kerajaan Bugis
1807	Q56228984	Kerajaan Galuh Rahyang
1808	Q56229001	Kerajaan Rappang
1809	Q56229002	Kerajaan Sebayak Barusjahe
1810	Q56229003	Kerajaan Sebayak Kutabuluh
1811	Q57981049	Batulappa
1812	Q85775800	Lands of the Bohemian Crown
1813	Q33	Finland
1814	Q55	Netherlands
1815	Q217	Moldova
1816	Q218	Romania
1817	Q228	Andorra
1818	Q244	Barbados
1819	Q403	Serbia
1820	Q414	Argentina
1821	Q419	Peru
1822	Q424	Cambodia
1823	Q683	Samoa
1824	Q685	Solomon Islands
1825	Q757	Saint Vincent and the Grenadines
1826	Q763	Saint Kitts and Nevis
1827	Q826	Maldives
1828	Q917	Bhutan
1829	Q977	Djibouti
1830	Q1009	Cameroon
1831	Q1014	Liberia
1832	Q1025	Mauritania
1833	Q1029	Mozambique
1834	Q1045	Somalia
1835	Q1171	Goa
1836	Q1193	Manipur
1837	Q1599	Nagaland
1838	Q5324	Gurjara-Pratihara
1839	Q5481	Republic of Tatarstan
1840	Q5684	Babylon
1841	Q12536	Abbasid Caliphate
1842	Q16410	People's Republic of Hungary
1843	Q16957	German Democratic Republic
1844	Q23681	Turkish Republic of Northern Cyprus
1845	Q27260	Samma dynasty
1846	Q28307	Mustang
1847	Q30623	Manchukuo
1848	Q40888	Andaman and Nicobar Islands
1849	Q42199	Principality of Ansbach
1850	Q61291	Khorezm People's Soviet Republic
1851	Q65362	SAO Eastern Slavonia, Baranja and Western Syrmia
1852	Q76048	Congo Free State
1853	Q76236	Lithuanian–Belorussian Soviet Socialist Republic
1854	Q93180	Seleucid Empire
1855	Q129286	British Raj
1856	Q129569	Poher
1857	Q139315	Dʿmt
1858	Q140359	First Czechoslovak Republic
1859	Q144395	Zainabad
1860	Q146740	Jabal Druze State
1861	Q146862	Second Saudi State
1862	Q152420	Guelders
1863	Q153080	East Francia
1864	Q153091	Duchy of Prussia
1865	Q153943	Kingdom of Westphalia
1866	Q155361	Rouran Khaganate
1867	Q156199	Electorate of Saxony
1868	Q156418	Kingdom of Hawaiʻi
1869	Q160440	Crimean Khanate
1870	Q163268	Principality of Tver
1871	Q167360	First Portuguese Republic
1872	Q167639	Vijayanagara Empire
1873	Q169705	Xia dynasty
1874	Q170072	Dutch Republic
1875	Q171150	Kingdom of Hungary
1876	Q175211	Kingdom of Germany
1877	Q178085	Principality of Zeta
1878	Q178665	Mitanni
1879	Q180568	New Kingdom of Egypt
1880	Q185682	French Indochina
1881	Q190353	Sovereign Military Order of Malta
1882	Q193619	Union of South Africa
1883	Q207521	Ethiopian Empire
1884	Q207778	Second Dynasty of Egypt
1885	Q209327	Kuba Kingdom
1886	Q213651	Gandhara
1887	Q214102	Union
1888	Q220276	Third Dynasty of Egypt
1889	Q238445	Emirate of Granada
1890	Q240123	Indo-Scythians
1891	Q241748	Kingdom of Serbia
1892	Q248572	Sultanate of Maguindanao
1893	Q267256	Dian Kingdom
1894	Q269109	Principality of Ryazan
1895	Q269864	Socialist Republic of Serbia
1896	Q283330	County of Buren
1897	Q288200	Provisional Government of Mexico
1898	Q303598	Austrian colonies
1899	Q317078	Pskov Republic
1900	Q318987	Bishopric of Eichstätt
1901	Q320930	Cao Wei
1902	Q329618	German colonial empire
1903	Q334714	Duchy of Athens
1904	Q338248	Kingdom of Luang Phrabang
1905	Q371883	Lado Enclave
1906	Q379042	Ciskei
1907	Q386303	Thirtieth Dynasty of Egypt
1908	Q386496	Kingdom of Montenegro
1909	Q484104	United States Army Military Government in Korea
1910	Q484578	Uzbek Soviet Socialist Republic
1911	Q488521	Fourth Republic of South Korea
1912	Q502009	State of Maranhão
1913	Q508488	Hertogdom Arenberg
1914	Q523380	Republic of Central Lithuania
1915	Q526507	Later Shu
1916	Q527814	Protestant Union
1917	Q544636	County of Verdun
1918	Q564809	Republic of Acre
1919	Q568473	Burgraviate of Nuremberg
1920	Q575247	Pattin
1921	Q583501	Twentieth Dynasty of Egypt
1922	Q584435	Pattani Kingdom
1923	Q589251	County of Montbéliard
1924	Q590743	Ruanda-Urundi
1925	Q605930	Taifa of Tortosa
1926	Q616992	Governorate of Montenegro
1927	Q617078	People's Republic of Mozambique
1928	Q649310	Idar State
1929	Q650370	Margraviate of Baden-Durlach
1930	Q684030	Principality of Serbia
1931	Q697787	Duchy of Limburg
1932	Q699871	Taebong
1933	Q719639	Twelfth Dynasty of Egypt
1934	Q728449	Ninth Dynasty of Egypt
1935	Q739722	Wahidi Bir Ali
1936	Q748846	Dilmun
1937	Q750823	Republika Sławkowska
1938	Q758709	Audhali
1939	Q770281	Syro–Hittite states
1940	Q771193	Kingdom of Brittany
1941	Q782781	Oaș Country
1942	Q784851	Turkish Federated State of Cyprus
1943	Q784963	Anglo-Saxon England
1944	Q798431	Republic of Dahomey
1945	Q810432	Basoda State
1946	Q826475	Goëllo
1947	Q827040	Nanyue
1948	Q828665	Ikhshidid dynasty
1949	Q832554	Argentine Confederation
1950	Q844910	Pandya dynasty
1951	Q845909	Scythia
1952	Q846670	Danishmends
1953	Q854468	Kingdom of Mutapa
1954	Q862478	Kaabu
1955	Q867778	People's Republic of Kampuchea
1956	Q878726	Bit-Zamani
1957	Q889374	Warsangali Sultanate
1958	Q903061	Cochinchina Autonomous Republic
1959	Q913828	Republic of Prekmurje
1960	Q918837	Tianwan
1961	Q921067	Taifa of Murcia
1962	Q922317	Morvi State
1963	Q929357	Nabha State
1964	Q943392	Former Liang
1965	Q970343	Vindhya Pradesh
1966	Q1002606	Buhaya
1967	Q1028095	Cambay State
1968	Q1055227	Union of Horodło
1969	Q1056772	Shen
1970	Q1057542	Republic of Hawaii
1971	Q1065073	Song
1972	Q1067513	Injuids
1973	Q1069829	Later Han dynasty
1974	Q1071439	Merina Kingdom
1975	Q1071493	Chhatarpur State
1976	Q1077538	Tian Qi
1977	Q1081620	Siam
1978	Q1125793	Mangyül Gungthang
1979	Q1128483	Cascadia
1980	Q1135255	Chinese Soviet Republic
1981	Q1152508	Ducado de Brescia
1982	Q1155101	Jin
1983	Q1157054	Daegaya
1984	Q1157079	Aram
1985	Q1164500	Kingdom of Murcia
1986	Q1186434	Muang Phuan
1987	Q1186858	Empire of Great Fulo
1988	Q1207641	Dhenkanal State
1989	Q1237976	Palanpur Agency
1990	Q1241847	Giudicato of Arborea
1991	Q1254491	Zobah
1992	Q1264808	Beylik of Dulkadir
1993	Q1275158	Elymais
1994	Q1277895	Türgesh
1995	Q1308627	Madhya Bharat
1996	Q1314592	Laqe
1997	Q1319681	Qi
1998	Q1325075	Jingnan
1999	Q1329944	Chedi Kingdom
2000	Q1329990	Lapithos
2001	Q1330149	Surasena
2002	Q1330803	Gorno-Altai Autonomous Soviet Socialist Republic
2003	Q1333012	Elmina (Staat)
2004	Q1334331	Sijilmasa
2005	Q1351979	Stavropol Soviet Republic
2006	Q1361281	Eropina
2007	Q1362278	United States of Stellaland
2008	Q1365493	Republic of Pisa
2009	Q1378584	Byeonhan confederacy
2010	Q1389743	Kotoko kingdom
2011	Q1414395	Republic of South Maluku
2012	Q1415128	Republic of Afghanistan
2013	Q1433867	Kazakh Khanate
2014	Q1444485	Empire of Kitara
2015	Q1448131	Albanian Kingdom
2016	Q1449069	Shěn
2017	Q1471373	Saloum
2018	Q1501001	Ovamboland
2019	Q1517772	Protectorate of South Arabia
2020	Q1587244	Kong Empire
2021	Q1609800	Hereroland
2022	Q1653000	Xiaoyuan
2023	Q1678784	Jaisalmer State
2024	Q1688151	Kingdom of Thomond
2025	Q1702572	Jokadu
2026	Q1703449	Shaki Khanate
2027	Q1720063	Kaokoland
2028	Q1728782	Kapurthala State
2029	Q1743884	Kition
2030	Q1745385	United States of Matsya
2031	Q1751495	Slovak Socialist Republic
2032	Q1763996	Văn Lang
2033	Q1791839	Akwamu
2034	Q1792004	Kumme (Stadt)
2035	Q1793177	Kurpfalz-Bayern
2036	Q1796198	Kingdom of Córdoba
2037	Q1796221	Mandara Kingdom
2038	Q1923401	Zunghar Khanate
2039	Q1949848	Angoche Sultanate
2040	Q1991314	Khan's Mosque
2041	Q1991965	Czech Socialist Republic
2042	Q1998866	Czech and Slovak Federal Republic
2043	Q2001966	company rule in India
2044	Q2011891	Third Saudi state
2045	Q2017684	French protectorate of Tunisia
2046	Q2027229	Second Philippine Republic
2047	Q2060657	Singasari
2048	Q2060937	Taifa of Albarracín
2049	Q2066979	Colchians
2050	Q2086608	Western Satraps
2051	Q2121850	Aqrabi
2052	Q2122988	Zamorin of Calicut
2053	Q2139082	Reich der Frauen
2054	Q2147037	Rewa Kantha Agency
2055	Q2166417	Taifa of Lérida
2056	Q2208130	Ju
2057	Q2219448	Duchy of Saxony
2058	Q2263327	Eastern Zhou
2059	Q2276431	Shahpura State
2060	Q2293827	Terek Soviet Republic
2061	Q2327097	Imperial City of Windsheim
2062	Q2328476	Taifa of Segura
2063	Q2342822	West Pakistan
2064	Q2361927	Duchy of Masovia
2065	Q2365048	Adal Sultanate
2066	Q2410637	Beylik of Hamid
2067	Q2415003	Kingdom of Serbia
2068	Q2429397	Ancient Carthage
2069	Q2436604	Taifa of Mértola
2070	Q2510537	Komancza Republic
2071	Q2526751	Dál nAraidi
2072	Q2548724	Taifa of Jaén
2073	Q2554365	Wehali
2074	Q2617017	Baluchistan States Union
2075	Q2620668	Kingdom of Viguera
2076	Q2627602	Mukhrani
2077	Q2634240	Asahan Sultanate
2078	Q2650109	Xu
2079	Q2663776	Brong-Konföderation
2080	Q2723760	Giudicato of Gallura
2081	Q2741089	Greater Republic of Central America
2082	Q3013827	Hellenic State
2083	Q3041595	Republic of Iraq (1958–68)
2084	Q3254110	Графство Корнуай
2085	Q3255171	list of viscounts of Marsan
2086	Q3315525	Taifa of Majorca
2087	Q3381713	Dai
2088	Q3446205	Myinsaing Kingdom
2089	Q3496573	Republic of Zamboanga
2090	Q3503559	Sultanate of Serdang
2091	Q3511905	First Nigerian Republic
2092	Q3532158	Venad
2093	Q3535371	Pudukkottai State
2094	Q3695735	Costituzione del Regno di Corsica
2095	Q3775345	Beylik of Çubukoğulları
2096	Q3845405	marquesat de Savona
2097	Q3960419	Signoria di Piombino
2098	Q3968532	stati italiani dal Congresso di Vienna all'unità d'Italia
2099	Q4060371	Alabama in the American Civil War
2100	Q4064872	Anarta Kingdom
2101	Q4080196	Bashkurdistan
2102	Q4118614	Sultanate of Tidore
2103	Q4198209	Ижмаринское княжество
2104	Q4199295	Elisu Sultanate
2105	Q4224854	Княжество Мелитены
2106	Q4224856	Княжество Рубенидов
2107	Q4332415	Four Oirats
2108	Q4388339	Разгон Центральной рады
2109	Q4401032	Русское политическое совещание в Париже
2110	Q4401176	Ma-i
2111	Q4453003	Tashkent State
2112	Q4498927	Khoy Khanate
2113	Q4527647	Shuliavka Republic
2114	Q4773399	Taw yağı
2115	Q4777816	Anupa Kingdom
2116	Q4827705	Avanti
2117	Q5026500	Cameroon
2118	Q5098964	温国
2119	Q5364563	Na
2120	Q5555325	Commonwealth realm of Ghana
2121	Q5692614	Kingdom of Najera
2122	Q5848635	Época progresista
2123	Q6406219	Kikata Kingdom
2124	Q6642843	El Arish plan
2125	Q6669561	Chen Han
2126	Q6675294	Janganguk
2127	Q6733951	Mahi people
2128	Q6821029	Song (1355–1366)
2129	Q6833437	Đại Thiên Hưng
2130	Q6846912	Triệu (Xuân Thu)
2131	Q7489715	Sharifian Caliphate
2132	Q7515161	Siljik
2133	Q7636797	Sultanate of Harar
2134	Q7877575	Commonwealth realm of Uganda
2135	Q9384697	乌贪訾离
2136	Q9546546	危須
2137	Q9643578	Kara Del
2138	Q10267679	山国
2139	Q10289365	Getulia
2140	Q10392784	渠勒
2141	Q10518058	西南夷
2142	Q10841085	Đại Cồ Việt
2143	Q10863765	㠱国
2144	Q10872373	Army and Navy Marshal stronghold of the Republic of China
2145	Q10908694	南燕国
2146	Q10922613	Tang (state)
2147	Q11026135	Principality of Salm
2148	Q11040572	Baltský stát
2149	Q11056260	州国
2150	Q11056344	Chao
2151	Q11108043	柏国
2152	Q11240305	Kasunanan Kartasura
2153	Q11876909	State of Brazil
2154	Q11884245	Soviet Finland
2155	Q11919179	Taifa Tudela
2156	Q11931244	Layzan
2157	Q12590812	Dabeolguk
2158	Q12712216	Uyghurstan
2159	Q12816977	Kanker State
2160	Q14923076	Canada West
2161	Q15060257	Tahakay
2162	Q15897121	道德金門開國軍
2163	Q15899113	中原皇清国
2164	Q15905301	順政國
2165	Q16171516	Chosandobiriguk
2166	Q16178404	Giri Kedaton
2167	Q16187935	Barony of Castalla
2168	Q16261647	Bijiguk
2169	Q16514067	Odessa People's Republic
2170	Q16692882	Рудобельская партизанская республика
2171	Q16838406	Gangpur State
2172	Q17036249	鱼国
2173	Q17036629	牟國
2174	Q18165300	遂国
2175	Q18165309	鄟国
2176	Q18165311	鄣国
2177	Q18417182	Contea di Tassarolo
2178	Q18816847	Contea di Rolo
2179	Q19278571	Dukat
2180	Q19545518	Signoria di Ferrara
2181	Q19602664	Selská republika Dithmarsche
2182	Q20009933	Dominio dei Canossa
2183	Q20009974	Marchesato del Monte Santa Maria
2184	Q20108771	República d'Alexandria
2185	Q21034465	Phuljhar
2186	Q21044748	Fürstentum Nowgorod
2187	Q21809319	Emirat de Gwoza
2188	Q23366230	Republic of Geneva
2189	Q24834102	戎國
2190	Q24841782	大月氏
2191	Q25395037	Kingdom of Hungary
2192	Q25421698	Natiaga
2193	Q25463267	Kerajaan Tembong Agung
2194	Q26236153	Bidiga
2195	Q27304761	Asgardia
2196	Q28163856	Duchy of Surabaya
2197	Q28416094	仇由國
2198	Q28776699	Later Sabeol
2199	Q30941692	耿國
2200	Q30945099	令支國
2201	Q30945112	茅戎
2202	Q30945514	養國
2203	Q30945591	姒國
2204	Q30946018	夷国
2205	Q48838925	Vakhtapur
2206	Q51089496	Nassau-Sonnenberg
2207	Q55599391	Kingdom of Sardinia
2208	Q55659450	Социалистическая Советская Республика Грузия
2209	Q56228967	Kadipaten Bagelen
2210	Q56228972	Kepaksian Bejalan Diway
2211	Q56228974	Kepaksian Nyekhupa
2212	Q56228988	Kerajaan Kassa
2213	Q56229000	Kerajaan Rajagaluh
2214	Q56229005	Kerajaan Sebayak Sarinembah
2215	Q57981051	Lakekun
2216	Q57981052	Naitimu
2217	Q59227477	Օշինյանների իշխանություն
2218	Q60852075	Демократическая Республика Конго
2219	Q65050489	Sheikhdom of al-Hawra
2220	Q66278313	Jammu and Kashmir
2221	Q67200271	Democratic Republic of Mohéli
2222	Q84734595	ߡߊ߲߬ߘߋ߲߬ ߟߐ߬ߦߌ߬ߟߊ߬  ߞߏ߫ ߟߎ߬ ߝߐߢߐ߲߯ߞߐ
2223	Q17	Japan
2224	Q20	Norway
2225	Q21	England
2226	Q34	Sweden
2227	Q35	Denmark
2228	Q37	Lithuania
2229	Q41	Greece
2230	Q77	Uruguay
2231	Q191	Estonia
2232	Q215	Slovenia
2233	Q237	Vatican City
2234	Q238	San Marino
2235	Q399	Armenia
2236	Q678	Tonga
2237	Q754	Trinidad and Tobago
2238	Q760	Saint Lucia
2239	Q792	El Salvador
2240	Q804	Panama
2241	Q810	Jordan
2242	Q811	Nicaragua
2243	Q817	Kuwait
2244	Q836	Myanmar
2245	Q837	Nepal
2246	Q842	Oman
2247	Q851	Saudi Arabia
2248	Q902	Bangladesh
2249	Q924	Tanzania
2250	Q954	Zimbabwe
2251	Q962	Benin
2252	Q967	Burundi
2253	Q970	Comoros
2254	Q974	Democratic Republic of the Congo
2255	Q983	Equatorial Guinea
2256	Q1000	Gabon
2257	Q1008	Ivory Coast
2258	Q1013	Lesotho
2259	Q1016	Libya
2260	Q1174	Haryana
2261	Q1185	Karnataka
2262	Q1195	Meghalaya
2263	Q1246	Kosovo
2264	Q1410	Gibraltar
2265	Q4948	Republic of Venice
2266	Q5066	Jin dynasty
2267	Q8680	British Empire
2268	Q15180	Soviet Union
2269	Q17557	California Republic
2270	Q23148	Cornwall
2271	Q26273	Sint Maarten (Dutch part)
2272	Q29317	Bagan
2273	Q31929	Carolingian Empire
2274	Q33061	Taifa of Zaragoza
2275	Q33242	Lower Burgundy
2276	Q34754	Somaliland
2277	Q35216	Zhou dynasty
2278	Q38872	Prussia
2279	Q42585	Kingdom of Bohemia
2280	Q44642	Federation of Arab Republics
2281	Q70972	Kingdom of France
2282	Q71092	Second French Empire
2283	Q79965	Golden Horde
2284	Q83286	Socialist Federal Republic of Yugoslavia
2285	Q83618	Maratha Empire
2286	Q102679	Numidia
2287	Q105313	Kingdom of Wessex
2288	Q110888	Kingdom of Essex
2289	Q130276	Kirghiz Soviet Socialist Republic
2290	Q131694	Aden
2291	Q131964	Austrian Empire
2292	Q133356	Ukrainian Soviet Socialist Republic
2293	Q140446	Zagwe dynasty
2294	Q143309	Counts of Louvain
2295	Q143737	Gurgum
2296	Q146761	Hatay State
2297	Q149846	County palatine of Cephalonia and Zakynthos
2298	Q152750	Protectorate of Bohemia and Moravia
2299	Q153136	Habsburg Monarchy
2300	Q153660	Italian Social Republic
2301	Q154401	Slovak State (1939-1945)
2302	Q154667	Kingdom of Georgia
2303	Q165269	East Frisia
2304	Q173065	Kingdom of Naples
2305	Q178897	Latin Empire
2306	Q179876	Kingdom of England
2307	Q180393	Kingdom of the Two Sicilies
2308	Q183150	Colchis
2309	Q186096	Tsardom of Russia
2310	Q186320	Grand Duchy of Baden
2311	Q190513	Khanate of Sibir
2312	Q191324	Middle Kingdom of Egypt
2313	Q191369	Ugarit
2314	Q193152	Great Moravia
2315	Q195972	Kingdom of Kartli
2316	Q200896	Slovak Soviet Republic
2317	Q207330	Lagash
2318	Q209065	Kingdom of Greece
2319	Q210163	Astrakhan Khanate
2320	Q211274	Polish People's Republic
2321	Q215530	Kingdom of Ireland
2322	Q216632	Mali Federation
2323	Q232806	County of Edessa
2324	Q241790	Kush
2325	Q248705	Awadh
2326	Q262432	Der
2327	Q266923	Kingdom of Mysore
2328	Q276951	Taifa of Seville
2329	Q284506	Nakhichevan Autonomous Soviet Socialist Republic
2330	Q303836	Republic of Tarnobrzeg
2331	Q307697	kingdom of Tlemcen
2332	Q327179	Erfurt Union
2333	Q330533	Seventeen Provinces
2334	Q332232	Republic of Mahabad
2335	Q370372	Emirate of Cyrenaica
2336	Q385084	Great Perm
2337	Q389688	Achaemenid Empire
2338	Q427359	Government of National Unity
2339	Q428991	Arbitration Commission of the Peace Conference on Yugoslavia
2340	Q450736	Alzi
2341	Q463845	Landgraviate of Hesse-Rotenburg
2342	Q466803	Pallava
2343	Q482705	Fifth Republic of South Korea
2344	Q484195	Timurid Empire
2345	Q503623	Gold Coast
2346	Q504759	Chu
2347	Q504769	Xin dynasty
2348	Q506008	Kingdom of Deira
2349	Q541455	مملكة مصر والسودان
2350	Q546282	Xia
2351	Q568561	Vidarbha
2352	Q568712	Wassoulou Empire
2353	Q569871	Free People's State of Württemberg
2354	Q588672	Hammadid dynasty
2355	Q605292	Kindah
2356	Q620765	Lydia
2357	Q625380	Eastern Hungarian Kingdom
2358	Q637238	Electorate of Baden
2359	Q650489	Margraviate of Baden
2360	Q651377	Shunga Empire
2361	Q665833	Soviet Republic of Naissaar
2362	Q666674	Pact of Vilnius and Radom
2363	Q669317	Bidar Sultanate
2364	Q673837	Landgraviate of Hesse-Marburg
2365	Q680997	Principality of Lower Pannonia
2366	Q692015	United States of Belgium
2367	Q695322	Landgraviate of Hesse
2368	Q696241	Khanate of Kokand
2369	Q696640	Duchy of Pomerania
2370	Q701914	Territory of the Military Commander in Serbia
2371	Q705598	Wituland
2372	Q727710	Tabal
2373	Q729481	Transpadane Republic
2374	Q752662	Hafsid dynasty
2375	Q754749	Twenty-fourth Dynasty of Egypt
2376	Q783489	Later Liang dynasty
2377	Q800236	Bahawalpur State
2378	Q806019	Bamra State
2379	Q836169	Qasim Khanate
2380	Q836676	Kingdom of Majorca
2381	Q841364	Ayutthaya Kingdom
2382	Q844295	Yamataikoku
2383	Q849770	Western Liang dynasty
2384	Q854415	Kingdom of the Lombards
2385	Q855044	Bhopal State
2386	Q862467	Kingdom of Sine
2387	Q862701	People's Republic of Benin
2388	Q868942	Republic of Kuwait
2389	Q890120	Zimbabwe Rhodesia
2390	Q892061	Bonai State
2391	Q907827	Bremen Soviet Republic
2392	Q912052	Wei
2393	Q914031	Tonk State
2394	Q914898	Kingdom of Khotan
2395	Q922190	Shanshan
2396	Q953432	Couto Misto
2397	Q954891	Free State of Waldeck-Pyrmont
2398	Q963303	Union of Lublin
2399	Q965466	Shirvan Khanate
2400	Q978071	Thirty-first Dynasty of Egypt
2401	Q1028848	French Cameroons
2402	Q1029062	Martyazo
2403	Q1044668	Republic of Rose Island
2404	Q1052040	Cayor
2405	Q1055740	Perea
2406	Q1057551	Loulan Kingdom
2407	Q1063498	United States of the Ionian Islands
2408	Q1069609	Western Zhou
2409	Q1115291	Thonburi Kingdom
2410	Q1137403	Yue
2411	Q1139807	County of Portugal
2412	Q1140152	Irish Republic
2413	Q1141215	Granadine Confederation
2414	Q1143524	Northern Qi
2415	Q1147897	Wey
2416	Q1149230	Western Yan
2417	Q1155818	Anga
2418	Q1156662	Karasahr
2419	Q1158213	Damaraland
2420	Q1232887	County of Savoy
2421	Q1250673	Jenilu
2422	Q1257454	Paddan Aram
2423	Q1261908	Principality of Pereyaslavl
2424	Q1290149	Federal People's Republic of Yugoslavia
2425	Q1292987	Maravi
2426	Q1311219	Jaffna kingdom
2427	Q1320058	French Protectorate of Laos
2428	Q1326742	Southern Tang
2429	Q1327602	Wei
2430	Q1329439	Southern Yan
2431	Q1331184	Vatsa
2432	Q1352878	Duchy of Livonia
2433	Q1390749	Sultanate of Rafai
2434	Q1392452	Gilzanu
2435	Q1431522	Klein-Adra
2436	Q1477220	Somali Democratic Republic
2437	Q1502813	Sultanate of Agadez
2438	Q1511207	Matabele-Königreich
2439	Q1514510	County of Urgell
