headEntity	tailEntity	relation
1399	13305	24
1399	28832	42
1399	27769	45
1399	8032	32
1399	10975	5
1399	16886	59
1399	26881	35
1399	23076	43
1399	6494	44
1399	8060	8
1399	13378	7
1399	4462	6
1399	18902	6
1399	20597	6
1399	10691	6
1399	18298	12
1399	3727	9
1399	19589	28
1399	7086	54
1399	24864	54
1399	17587	54
1399	10624	38
1399	17289	38
1399	11801	17
1399	15107	14
1399	18031	3
1399	24233	19
1399	21609	55
1399	10921	56
1400	25062	1
1400	12613	3
1400	24752	4
1400	5673	4
1400	9576	5
1400	15663	6
1400	26980	6
1400	11001	6
1400	17699	6
1400	14687	7
1400	4488	7
1400	17972	65
1400	4155	9
1400	29195	12
1400	15952	14
1400	17547	21
1400	28898	16
1400	4155	17
1400	25814	18
1400	25571	20
1400	30582	19
1400	22435	69
1400	16886	69
1400	9045	69
1400	19297	22
1400	3632	23
1400	16247	24
1400	10634	28
1400	24603	29
1400	16010	29
1400	28378	29
1400	7043	29
1400	23644	29
1400	9035	29
1400	26858	29
1400	13903	29
1400	25098	29
1400	4953	29
1400	30471	29
1400	9666	29
1400	15732	29
1400	22564	29
1400	25495	29
1400	24954	29
1400	7490	29
1400	24327	32
1400	7585	33
1400	25029	45
1400	24110	35
1400	16672	36
1400	4474	38
1400	13403	38
1400	5948	38
1400	17792	38
1400	27097	39
1400	25493	41
1400	14100	41
1400	29628	42
1400	28539	43
1400	23981	44
1400	10634	25
1400	16886	59
1400	25585	8
1400	6052	46
1400	12672	46
1400	26038	46
1400	13106	46
1400	26176	46
1400	18713	46
1400	16282	46
1400	11010	46
1400	17972	46
1400	16671	46
1400	11130	46
1400	15835	46
1400	24010	46
1400	17744	46
1400	29407	46
1400	27845	46
1400	9455	46
1400	14275	46
1400	30198	46
1400	27167	46
1400	16569	46
1400	15559	46
1400	17662	48
1400	30151	49
1400	16220	49
1400	16270	49
1400	27138	49
1400	11921	53
1400	25571	54
1400	30395	54
1400	20851	54
1400	4957	54
1400	19386	54
1400	5991	54
1400	20889	54
1400	30179	54
1400	21314	54
1400	28909	54
1400	29197	54
1400	16334	54
1400	8167	54
1400	17996	54
1400	24552	54
1400	15637	54
1400	25180	54
1400	22041	54
1400	5217	54
1400	16641	54
1400	23996	54
1400	14126	54
1400	28132	54
1400	22894	54
1400	25053	54
1400	22414	54
1400	21504	55
1400	27975	56
1401	18108	1
1401	10967	3
1401	21806	4
1401	9297	5
1401	4462	6
1401	14687	7
1401	4488	7
1401	3655	8
1401	29330	9
1401	15952	14
1401	29330	17
1401	9545	18
1401	27769	45
1401	13003	19
1401	25571	20
1401	17547	21
1401	3861	22
1401	23749	23
1401	7648	24
1401	10776	28
1401	22508	26
1401	24603	29
1401	16010	29
1401	28378	29
1401	7043	29
1401	23644	29
1401	9035	29
1401	24965	29
1401	13903	29
1401	26925	29
1401	25098	29
1401	23998	29
1401	10655	29
1401	30471	29
1401	9666	29
1401	15732	29
1401	22564	29
1401	25495	29
1401	24954	29
1401	7490	29
1401	30673	60
1401	29055	32
1401	24168	35
1401	6447	36
1401	4474	38
1401	17792	38
1401	25803	39
1401	25493	41
1401	27412	41
1401	14100	41
1401	17372	42
1401	15137	43
1401	23981	44
1401	10776	25
1401	28422	25
1401	25959	25
1401	19263	25
1401	8648	25
1401	6136	25
1401	15185	25
1401	7905	25
1401	15402	59
1401	16014	46
1401	21955	46
1401	20354	46
1401	23760	46
1401	13845	46
1401	11045	46
1401	22743	46
1401	17880	46
1401	12374	46
1401	10434	46
1401	6964	46
1401	13839	46
1401	22787	46
1401	8555	46
1401	24688	46
1401	7549	46
1401	19796	46
1401	19710	46
1401	14387	46
1401	16003	46
1401	7464	46
1401	6140	46
1401	30727	46
1401	14498	46
1401	12082	46
1401	6024	46
1401	9162	46
1401	19814	46
1401	23242	46
1401	18671	46
1401	23708	46
1401	3861	46
1401	3861	47
1401	16205	47
1401	12448	48
1401	16620	49
1401	16220	49
1401	25571	54
1401	25918	54
1401	8620	55
1401	19797	56
1402	18099	1
1402	29874	2
1402	29509	3
1402	24372	4
1402	22648	64
1402	17853	64
1402	14325	64
1402	20179	64
1402	5946	64
1402	20905	64
1402	29580	5
1402	17472	6
1402	17832	6
1402	9984	6
1402	8607	6
1402	29935	6
1402	27641	7
1402	16454	7
1402	13378	7
1402	26828	8
1402	7761	9
1402	4470	12
1402	14492	13
1402	27836	14
1402	28898	16
1402	28818	17
1402	4679	18
1402	6776	19
1402	8058	20
1402	23146	20
1402	6589	21
1402	15753	22
1402	20988	23
1402	13209	27
1402	13806	24
1402	5567	28
1402	6737	25
1402	28799	26
1402	24603	29
1402	30162	29
1402	25414	29
1402	28378	29
1402	7043	29
1402	23644	29
1402	9035	29
1402	6609	29
1402	30492	29
1402	12678	29
1402	30471	29
1402	9666	29
1402	22564	29
1402	25495	29
1402	24954	29
1402	24643	29
1402	8811	32
1402	12896	35
1402	28712	36
1402	20553	38
1402	28224	39
1402	14100	41
1402	25493	41
1402	22988	42
1402	19731	43
1402	23981	44
1402	30012	59
1402	24070	45
1402	16524	45
1402	11013	46
1402	15078	46
1402	13411	46
1402	20544	46
1402	7387	46
1402	13352	46
1402	13422	46
1402	10233	46
1402	21227	46
1402	20884	46
1402	24262	46
1402	17963	46
1402	24633	46
1402	21192	46
1402	7486	46
1402	16251	46
1402	26476	46
1402	8393	46
1402	26620	48
1402	9279	53
1402	15816	54
1402	18559	54
1402	24791	54
1402	10506	54
1402	7564	54
1402	13934	54
1402	19919	54
1402	18660	54
1402	27879	54
1402	9139	54
1402	23146	54
1402	17624	54
1402	17784	54
1402	15238	54
1402	5876	54
1402	18286	54
1402	10785	54
1402	23446	55
1402	13085	56
1403	10194	42
1403	22777	20
1403	6454	20
1403	25493	41
1403	8926	41
1403	14100	41
1403	14605	22
1403	6589	21
1403	5464	25
1403	4250	25
1403	11579	25
1403	17583	25
1403	6689	4
1403	21005	39
1403	8682	36
1403	21688	48
1403	14605	46
1403	21004	46
1403	20429	46
1403	26561	46
1403	26569	46
1403	11623	46
1403	20562	46
1403	10148	46
1403	19636	46
1403	4250	28
1403	19165	28
1403	30125	28
1403	24603	29
1403	16010	29
1403	21994	29
1403	26319	29
1403	11136	29
1403	25414	29
1403	28378	29
1403	7043	29
1403	23644	29
1403	9035	29
1403	8320	29
1403	6580	29
1403	4486	29
1403	30471	29
1403	9666	29
1403	22564	29
1403	25495	29
1403	24954	29
1403	30671	24
1403	20208	23
1403	5752	45
1403	17524	35
1403	30189	43
1403	10727	5
1403	19685	59
1403	23981	44
1403	13825	8
1403	27641	7
1403	21693	7
1403	6454	54
1403	22777	54
1403	8635	54
1403	10172	54
1403	16691	49
1403	8728	6
1403	17153	6
1403	27887	6
1403	17884	6
1403	12454	19
1403	20982	1
1403	4086	17
1403	27511	9
1403	28898	16
1403	21815	33
1403	15765	18
1403	15952	14
1403	8697	60
1403	24926	12
1403	5100	3
1403	23981	30
1403	9528	51
1403	5246	53
1403	21439	32
1403	15147	55
1403	25684	56
1404	6699	1
1404	29272	3
1404	20105	4
1404	16384	5
1404	4763	6
1404	10324	6
1404	17472	6
1404	7852	6
1404	14687	7
1404	4488	7
1404	27641	7
1404	16454	7
1404	13378	7
1404	7655	65
1404	20648	8
1404	25629	9
1404	13704	12
1404	15952	14
1404	4766	16
1404	28898	16
1404	18776	25
1404	9976	17
1404	8029	18
1404	29760	19
1404	8058	20
1404	13983	20
1404	6589	21
1404	13165	22
1404	23699	23
1404	16159	24
1404	25842	28
1404	8233	26
1404	24603	29
1404	30162	29
1404	25414	29
1404	28378	29
1404	7043	29
1404	23644	29
1404	9035	29
1404	26858	29
1404	6609	29
1404	30492	29
1404	12678	29
1404	30471	29
1404	9666	29
1404	22564	29
1404	25495	29
1404	24954	29
1404	23998	29
1404	27954	60
1404	17476	32
1404	21053	45
1404	24070	45
1404	12430	45
1404	22718	45
1404	27541	35
1404	12229	36
1404	8897	39
1404	14100	41
1404	25493	41
1404	15903	41
1404	7246	42
1404	20220	43
1404	23981	44
1404	25954	59
1404	16647	46
1404	22419	46
1404	26484	46
1404	19202	46
1404	25193	46
1404	17926	46
1404	25058	48
1404	16620	49
1404	25954	69
1404	26670	53
1404	15816	54
1404	7086	54
1404	13983	54
1404	15848	54
1404	20553	38
1404	6330	55
1404	12170	56
1405	26068	1
1405	21620	3
1405	13016	4
1405	8735	5
1405	25904	6
1405	11001	6
1405	16454	7
1405	12647	7
1405	13378	7
1405	24559	8
1405	8273	9
1405	10080	12
1405	21423	12
1405	5898	57
1405	15952	14
1405	5570	119
1405	4766	16
1405	9617	18
1405	4099	19
1405	6488	20
1405	28003	20
1405	6589	21
1405	7685	22
1405	28017	22
1405	5263	23
1405	6457	24
1405	8525	28
1405	24603	29
1405	16114	29
1405	16010	29
1405	28378	29
1405	7043	29
1405	23644	29
1405	9035	29
1405	26858	29
1405	18855	29
1405	6580	29
1405	16708	29
1405	30471	29
1405	9666	29
1405	15732	29
1405	22564	29
1405	25495	29
1405	24954	29
1405	6494	30
1405	14489	60
1405	20873	32
1405	20741	35
1405	18987	36
1405	19633	17
1405	15609	39
1405	13167	39
1405	4025	41
1405	25493	41
1405	27412	41
1405	14100	41
1405	9023	42
1405	26918	43
1405	6494	44
1405	25486	25
1405	10263	25
1405	25492	59
1405	23257	45
1405	11654	46
1405	26717	46
1405	6097	46
1405	18301	46
1405	19558	46
1405	16889	46
1405	4769	46
1405	6468	46
1405	21821	46
1405	8365	48
1405	7086	54
1405	6488	54
1405	26191	54
1405	27164	54
1405	8355	54
1405	28003	54
1405	21260	53
1405	4099	52
1405	18393	55
1405	10521	56
1405	26972	49
1406	11486	1
1406	18621	3
1406	17597	4
1406	12819	5
1406	20418	6
1406	9984	6
1406	18420	6
1406	14687	7
1406	27641	7
1406	13378	7
1406	21693	7
1406	8584	64
1406	30215	64
1406	26947	64
1406	15420	64
1406	18631	64
1406	28251	64
1406	4693	64
1406	25480	64
1406	12440	8
1406	4374	9
1406	15654	12
1406	14401	12
1406	27836	14
1406	4766	16
1406	19325	17
1406	16589	18
1406	16777	19
1406	6589	21
1406	27790	22
1406	24297	23
1406	13209	27
1406	24228	24
1406	16997	28
1406	19852	26
1406	24603	29
1406	30524	29
1406	16010	29
1406	14165	29
1406	28378	29
1406	7043	29
1406	23644	29
1406	9035	29
1406	18855	29
1406	6580	29
1406	21183	29
1406	30471	29
1406	9666	29
1406	15732	29
1406	22564	29
1406	3692	29
1406	25495	29
1406	24954	29
1406	23998	29
1406	5323	32
1406	27016	33
1406	20397	45
1406	7948	35
1406	12644	36
1406	19907	38
1406	27606	39
1406	25493	41
1406	11860	41
1406	14100	41
1406	27255	42
1406	5915	43
1406	23981	44
1406	19356	25
1406	30696	25
1406	5820	25
1406	26349	59
1406	9710	20
1406	27838	46
1406	20952	46
1406	22963	46
1406	29659	46
1406	16336	46
1406	25269	46
1406	12587	46
1406	28854	46
1406	27790	46
1406	3863	46
1406	30359	46
1406	17267	46
1406	18254	46
1406	30568	46
1406	20298	46
1406	23927	46
1406	4353	46
1406	21728	46
1406	22198	46
1406	25619	46
1406	5625	46
1406	12165	46
1406	25664	46
1406	11960	46
1406	9282	46
1406	5370	46
1406	9776	46
1406	20549	46
1406	13127	46
1406	10429	46
1406	26708	46
1406	22142	46
1406	22800	46
1406	15435	46
1406	16072	46
1406	21551	46
1406	17027	46
1406	29686	46
1406	11127	46
1406	14240	46
1406	29144	46
1406	23071	46
1406	11407	46
1406	26320	46
1406	16079	46
1406	17287	46
1406	15416	46
1406	22411	46
1406	22789	46
1406	25288	46
1406	9755	46
1406	13353	46
1406	20328	46
1406	25368	46
1406	14979	46
1406	16597	46
1406	4702	46
1406	22357	46
1406	20200	46
1406	29518	46
1406	7942	46
1406	26630	46
1406	5134	46
1406	14502	48
1406	4880	53
1406	6453	54
1406	9710	54
1406	10191	54
1406	11798	54
1406	16778	54
1406	12081	54
1406	15530	54
1406	24729	54
1406	10082	54
1406	27086	54
1406	8663	54
1406	29724	54
1406	12614	54
1406	4116	54
1406	17282	54
1406	7739	54
1406	10481	54
1406	8815	54
1406	27123	54
1406	4580	54
1406	13103	54
1406	17682	54
1406	9836	54
1406	5382	54
1406	25710	54
1406	13230	54
1406	6327	54
1406	8996	54
1406	16198	54
1406	11934	54
1406	7974	54
1406	26379	54
1406	3992	54
1406	9732	54
1406	17388	54
1406	8309	54
1406	7372	54
1406	11482	54
1406	10290	54
1406	14774	54
1406	6030	54
1406	24899	54
1406	5558	54
1406	17818	54
1406	3604	54
1406	4671	54
1406	5383	54
1406	26236	54
1406	9907	54
1406	12830	54
1406	29074	54
1406	13756	54
1406	28011	54
1406	22994	54
1406	19881	54
1406	13145	54
1406	26456	54
1406	3924	54
1406	5713	54
1406	24938	54
1406	22523	54
1406	18547	54
1406	22548	54
1406	28120	54
1406	20807	54
1406	23635	54
1406	18213	54
1406	26279	54
1406	17235	54
1406	12660	54
1406	17727	54
1406	26984	54
1406	15229	54
1406	30462	54
1406	11221	54
1406	20890	54
1406	12148	54
1406	7312	54
1406	3769	54
1406	10520	54
1406	28437	54
1406	30642	54
1406	13270	54
1406	23681	54
1406	30707	54
1406	13256	54
1406	19784	54
1406	25091	54
1406	24137	54
1406	28457	54
1406	14662	54
1406	11527	54
1406	11660	54
1406	26972	49
1406	24777	55
1406	12953	56
1407	29404	1
1407	28872	42
1407	14100	41
1407	25493	41
1407	10442	22
1407	6589	21
1407	5530	25
1407	13436	20
1407	7086	20
1407	16687	4
1407	28640	39
1407	11075	36
1407	25553	48
1407	5530	28
1407	25435	46
1407	20728	46
1407	8969	46
1407	19080	46
1407	24603	29
1407	16114	29
1407	30524	29
1407	16010	29
1407	14165	29
1407	25414	29
1407	28378	29
1407	26858	29
1407	18855	29
1407	6580	29
1407	30471	29
1407	9666	29
1407	15732	29
1407	22564	29
1407	25495	29
1407	24954	29
1407	5937	29
1407	27202	24
1407	21763	23
1407	13586	43
1407	11210	45
1407	14781	32
1407	27458	5
1407	28898	16
1407	26349	59
1407	20585	35
1407	6494	44
1407	6922	8
1407	24711	9
1407	16220	49
1407	30175	49
1407	13378	7
1407	27927	53
1407	7570	12
1407	3662	18
1407	7086	54
1407	4333	54
1407	4409	54
1407	20813	54
1407	7326	54
1407	4078	54
1407	28409	54
1407	4643	54
1407	15450	54
1407	4548	54
1407	27854	54
1407	6833	54
1407	11981	54
1407	28937	54
1407	10763	54
1407	7494	54
1407	24711	17
1407	27836	14
1407	10135	3
1407	12339	6
1407	20854	6
1407	22646	6
1407	17593	60
1407	20482	60
1407	10174	60
1407	24089	19
1407	22827	55
1407	4022	13
1407	29790	13
1407	30144	13
1407	30201	56
1408	6671	42
1408	16366	1
1408	11117	21
1408	30708	22
1408	4025	41
1408	25493	41
1408	14100	41
1408	13983	20
1408	7230	25
1408	27030	4
1408	14193	39
1408	25725	36
1408	22561	48
1408	4033	28
1408	19774	46
1408	4735	46
1408	4016	46
1408	13163	46
1408	25177	46
1408	24603	29
1408	13489	29
1408	16010	29
1408	25414	29
1408	28378	29
1408	7043	29
1408	23644	29
1408	9035	29
1408	26858	29
1408	28992	29
1408	8320	29
1408	24965	29
1408	5927	29
1408	19120	29
1408	30471	29
1408	9666	29
1408	22564	29
1408	15324	29
1408	25495	29
1408	24954	29
1408	23998	29
1408	19126	24
1408	6691	23
1408	10402	45
1408	26419	35
1408	5998	43
1408	11980	32
1408	10935	5
1408	5699	59
1408	28898	16
1408	23981	44
1408	29216	8
1408	27641	7
1408	17148	6
1408	27270	6
1408	19481	6
1408	17749	6
1408	5818	9
1408	24703	18
1408	10674	17
1408	13647	12
1408	23604	33
1408	15952	14
1408	25220	60
1408	24173	3
1408	25220	38
1408	9592	54
1408	7401	54
1408	13983	54
1408	13281	54
1408	22475	54
1408	17933	54
1408	18432	54
1408	13940	54
1408	26884	54
1408	26196	54
1408	10810	54
1408	26520	54
1408	6370	54
1408	9079	54
1408	20146	54
1408	20968	54
1408	10800	54
1408	10053	54
1408	8039	54
1408	5027	54
1408	25701	54
1408	7709	54
1408	13982	54
1408	15335	54
1408	7636	54
1408	28860	54
1408	12755	54
1408	13308	54
1408	30636	54
1408	19937	54
1408	15667	54
1408	3937	54
1408	17221	54
1408	5552	54
1408	5329	54
1408	21415	54
1408	11844	54
1408	8794	54
1408	7352	54
1408	19428	54
1408	14189	54
1408	10110	19
1408	21613	55
1408	6520	56
1409	11117	21
1409	15384	22
1409	7086	20
1409	25493	41
1409	4025	41
1409	8926	41
1409	14100	41
1409	25418	25
1409	15386	25
1409	13575	25
1409	16936	25
1409	20275	25
1409	23234	25
1409	29577	25
1409	20181	4
1409	8924	4
1409	6438	4
1409	5454	39
1409	15797	36
1409	26302	48
1409	15276	46
1409	8346	46
1409	8574	46
1409	11022	46
1409	15314	46
1409	21953	46
1409	29357	46
1409	17703	46
1409	16511	46
1409	16575	46
1409	24603	29
1409	13489	29
1409	16010	29
1409	11963	29
1409	28992	29
1409	16114	29
1409	15659	29
1409	11161	29
1409	24227	29
1409	28378	29
1409	12748	29
1409	24461	29
1409	13320	29
1409	7043	29
1409	25341	29
1409	23644	29
1409	26935	29
1409	18914	29
1409	28830	29
1409	30471	29
1409	14797	29
1409	24399	29
1409	5243	29
1409	9035	29
1409	26858	29
1409	8320	29
1409	24965	29
1409	9666	29
1409	22564	29
1409	5393	29
1409	25495	29
1409	24954	29
1409	28129	24
1409	29109	23
1409	14769	13
1409	27584	13
1409	16698	43
1409	7864	35
1409	21053	45
1409	12537	32
1409	21580	5
1409	4817	1
1409	21420	42
1409	11718	59
1409	6494	44
1409	4734	8
1409	27641	7
1409	16454	7
1409	13378	7
1409	29553	6
1409	4462	6
1409	17472	6
1409	20854	6
1409	16811	6
1409	12339	6
1409	27524	9
1409	13575	28
1409	15231	61
1409	10767	18
1409	7086	54
1409	28624	54
1409	10097	54
1409	8830	54
1409	5681	54
1409	16015	54
1409	24782	54
1409	28914	54
1409	24222	54
1409	8957	54
1409	26016	54
1409	18333	54
1409	18211	54
1409	6616	54
1409	8490	54
1409	26334	54
1409	28959	54
1409	5192	54
1409	30426	54
1409	15298	54
1409	5052	54
1409	10606	54
1409	8649	54
1409	8329	54
1409	8761	54
1409	12815	54
1409	26501	54
1409	21076	54
1409	16185	54
1409	11300	54
1409	11678	54
1409	28244	54
1409	4662	54
1409	18886	54
1409	21044	54
1409	13479	54
1409	14833	54
1409	26091	54
1409	30654	54
1409	23851	33
1409	9936	19
1409	27524	17
1409	15952	14
1409	17208	60
1409	20417	3
1409	5534	38
1409	21443	53
1409	19177	55
1409	18571	56
1410	14100	41
1410	25493	41
1410	8926	41
1410	10825	22
1410	11117	21
1410	14435	25
1410	7086	20
1410	9618	4
1410	26770	39
1410	17111	36
1410	26166	48
1410	14435	28
1410	15796	47
1410	9080	46
1410	17637	46
1410	24096	46
1410	5994	46
1410	13467	46
1410	23846	46
1410	14144	46
1410	27219	46
1410	10347	46
1410	24603	29
1410	13489	29
1410	16114	29
1410	16010	29
1410	28378	29
1410	7043	29
1410	23644	29
1410	9035	29
1410	26858	29
1410	28992	29
1410	24965	29
1410	30471	29
1410	9666	29
1410	22564	29
1410	5393	29
1410	25495	29
1410	24954	29
1410	26541	24
1410	11856	23
1410	21053	45
1410	9027	45
1410	18129	42
1410	17117	35
1410	11972	43
1410	14626	32
1410	9183	5
1410	8270	59
1410	6494	44
1410	10072	8
1410	16454	7
1410	13378	7
1410	12647	7
1410	4462	6
1410	29720	6
1410	26758	6
1410	29553	6
1410	6857	53
1410	10063	1
1410	6521	9
1410	6877	9
1410	24254	18
1410	7086	54
1410	14057	54
1410	28885	54
1410	12835	54
1410	14906	54
1410	25995	54
1410	11255	54
1410	22761	54
1410	9374	54
1410	4592	54
1410	22683	54
1410	24782	54
1410	17509	54
1410	17656	54
1410	3778	54
1410	10606	54
1410	20253	54
1410	26931	54
1410	18548	54
1410	15176	54
1410	15068	54
1410	28689	54
1410	28244	54
1410	21377	54
1410	19185	54
1410	16387	54
1410	15969	54
1410	6521	17
1410	15107	14
1410	17208	60
1410	21027	3
1410	17208	38
1410	4025	13
1410	21297	19
1410	27022	55
1410	28941	0
1410	28222	56
1411	14100	41
1411	25493	41
1411	30428	22
1411	11117	21
1411	25517	25
1411	9512	25
1411	7086	20
1411	9246	4
1411	29995	4
1411	10393	39
1411	10844	36
1411	21776	47
1411	25517	28
1411	9512	28
1411	7177	46
1411	15106	46
1411	16321	46
1411	21737	46
1411	25668	46
1411	14711	46
1411	24603	29
1411	13489	29
1411	16010	29
1411	16114	29
1411	25414	29
1411	28378	29
1411	7043	29
1411	23644	29
1411	9035	29
1411	26858	29
1411	28992	29
1411	8320	29
1411	24965	29
1411	30471	29
1411	9666	29
1411	22564	29
1411	25495	29
1411	24954	29
1411	14032	24
1411	6821	48
1411	4641	23
1411	10402	45
1411	24118	43
1411	14909	1
1411	30515	32
1411	23061	5
1411	6824	59
1411	23981	44
1411	11901	8
1411	13378	7
1411	18436	6
1411	17148	6
1411	17472	6
1411	17704	9
1411	24329	18
1411	7086	54
1411	7742	54
1411	14894	54
1411	13855	54
1411	19215	54
1411	23925	54
1411	17532	54
1411	18591	54
1411	30256	54
1411	8446	53
1411	17704	17
1411	27836	14
1411	30428	103
1411	25220	60
1411	9516	3
1411	7371	35
1411	25220	38
1411	26973	19
1411	9252	55
1411	28930	56
1412	25174	61
1412	25493	41
1412	27412	41
1412	14100	41
1412	11117	21
1412	3804	22
1412	3781	20
1412	8469	20
1412	27129	4
1412	11695	25
1412	12656	48
1412	24031	45
1412	12196	45
1412	4600	39
1412	29939	36
1412	17770	46
1412	11383	46
1412	13782	46
1412	9606	46
1412	5042	46
1412	13695	46
1412	25538	46
1412	15288	46
1412	7450	46
1412	15716	46
1412	23704	46
1412	19111	46
1412	17725	46
1412	29634	46
1412	14921	46
1412	28547	46
1412	30607	46
1412	6773	46
1412	11428	46
1412	14816	46
1412	27397	46
1412	12730	46
1412	12205	47
1412	7624	13
1412	8311	18
1412	28898	16
1412	20116	28
1412	16196	76
1412	12872	37
1412	23838	42
1412	24965	29
1412	28992	29
1412	18558	29
1412	19570	29
1412	15659	29
1412	11161	29
1412	28378	29
1412	12748	29
1412	7043	29
1412	25341	29
1412	23644	29
1412	28830	29
1412	25945	29
1412	21751	29
1412	30471	29
1412	24954	29
1412	15196	29
1412	18064	29
1412	9666	29
1412	24603	29
1412	10963	29
1412	22564	29
1412	25623	29
1412	25495	29
1412	9676	29
1412	6109	29
1412	13489	29
1412	16010	29
1412	9035	29
1412	26858	29
1412	26925	29
1412	9211	29
1412	15324	29
1412	23998	29
1412	18049	57
1412	26219	57
1412	20410	57
1412	24332	57
1412	6768	57
1412	29079	57
1412	22114	57
1412	21345	88
1412	4550	88
1412	16609	88
1412	21255	70
1412	19947	24
1412	21959	23
1412	8808	35
1412	15756	43
1412	16703	32
1412	21884	5
1412	16220	49
1412	5409	49
1412	26972	49
1412	26434	59
1412	23981	44
1412	5637	8
1412	27641	7
1412	21693	7
1412	27870	6
1412	14119	6
1412	16279	6
1412	6541	53
1412	21900	19
1412	8547	1
1412	8522	9
1412	6824	69
1412	28330	17
1412	15107	14
1412	25220	60
1412	16955	38
1412	27358	38
1412	25220	38
1412	10439	3
1412	3781	54
1412	8469	54
1412	18162	55
1412	24417	56
1412	12205	65
1413	9344	47
1413	11117	21
1413	23208	22
1413	30162	40
1413	11954	25
1413	13983	20
1413	13731	20
1413	7433	20
1413	29061	20
1413	27030	4
1413	16502	39
1413	16323	36
1413	22356	48
1413	25493	41
1413	14100	41
1413	4025	41
1413	23577	41
1413	5851	41
1413	11874	28
1413	9581	46
1413	12183	46
1413	22771	46
1413	6944	46
1413	26911	46
1413	30693	46
1413	25726	46
1413	29136	46
1413	12452	46
1413	11769	46
1413	14309	46
1413	10802	46
1413	15407	46
1413	18728	46
1413	24603	29
1413	13489	29
1413	16010	29
1413	25414	29
1413	28378	29
1413	7043	29
1413	23644	29
1413	9035	29
1413	26858	29
1413	28992	29
1413	8320	29
1413	24965	29
1413	5927	29
1413	30471	29
1413	9666	29
1413	22564	29
1413	3692	29
1413	15324	29
1413	25495	29
1413	24954	29
1413	23998	29
1413	18542	24
1413	9898	23
1413	3936	35
1413	7115	43
1413	10402	45
1413	7410	32
1413	4798	5
1413	28898	16
1413	6824	59
1413	23981	44
1413	15446	8
1413	27641	7
1413	16454	7
1413	20674	7
1413	19552	7
1413	22311	6
1413	9542	6
1413	17119	1
1413	25982	9
1413	28925	18
1413	26893	19
1413	6384	17
1413	15107	14
1413	25220	60
1413	17119	65
1413	9344	65
1413	24047	3
1413	8722	27
1413	11249	0
1413	23981	30
1413	12510	145
1413	25220	38
1413	14623	51
1413	5474	61
1413	3589	61
1413	13855	54
1413	13983	54
1413	13731	54
1413	5076	54
1413	23827	54
1413	19215	54
1413	18328	54
1413	12808	54
1413	15540	54
1413	7433	54
1413	7306	54
1413	22686	54
1413	20919	54
1413	7122	54
1413	22986	54
1413	23925	54
1413	19134	54
1413	10441	54
1413	29534	54
1413	23728	54
1413	27499	54
1413	17532	54
1413	22946	54
1413	15692	54
1413	9787	54
1413	27878	54
1413	7742	54
1413	28273	54
1413	4162	54
1413	18591	54
1413	13835	54
1413	15299	54
1413	15935	54
1413	24094	54
1413	16220	49
1413	10728	55
1413	7806	56
1414	11691	24
1414	23139	40
1414	10522	40
1414	18981	41
1414	29251	8
1414	12310	12
1414	11505	22
1414	20479	28
1414	25827	25
1414	14634	5
1414	7476	3
1414	14058	9
1414	11070	18
1414	13435	33
1414	5651	35
1414	9280	32
1414	3626	71
1414	3626	65
1414	15865	54
1414	23206	54
1414	30016	54
1414	17219	54
1414	8776	54
1414	26587	54
1414	11898	54
1414	5111	54
1414	21949	54
1414	5662	54
1414	15385	54
1414	8744	54
1414	17898	54
1414	24357	54
1414	26224	54
1414	6412	54
1414	21506	54
1414	8061	54
1414	4433	54
1414	20339	54
1414	13670	54
1414	7108	54
1414	7099	54
1414	29786	54
1414	16772	54
1414	27682	54
1414	19501	54
1414	8703	54
1414	30777	54
1414	13350	54
1414	18739	54
1414	26612	54
1414	15898	54
1414	15499	54
1414	4949	54
1414	29854	54
1414	11160	54
1414	12062	54
1414	16483	54
1414	24634	54
1414	19870	54
1414	17957	54
1414	11990	56
1415	15791	22
1415	6589	21
1415	6410	24
1415	18981	41
1415	18117	41
1415	6493	43
1415	13260	35
1415	27784	32
1415	8321	5
1415	5409	49
1415	14369	8
1415	29078	12
1415	27135	28
1415	18027	25
1415	28759	9
1415	23257	45
1415	19554	3
1415	8637	18
1415	8637	33
1415	24961	71
1415	24961	65
1415	22238	54
1415	21448	54
1415	16931	54
1415	15125	54
1415	17530	54
1415	7069	54
1415	22095	54
1415	23206	54
1415	9070	54
1415	24380	54
1415	19411	54
1415	24580	54
1415	11132	54
1415	29160	54
1415	8739	54
1415	19086	54
1415	14068	54
1415	30694	54
1415	18084	54
1415	17738	54
1415	6341	54
1415	18816	54
1415	27268	54
1415	10615	54
1415	21091	54
1415	27173	54
1415	21211	54
1415	8767	54
1415	16963	54
1415	10770	54
1415	3785	54
1415	9614	54
1415	29854	54
1415	17146	54
1415	7929	54
1415	6252	54
1415	18924	54
1415	6933	54
1415	23621	54
1415	9504	54
1415	5862	54
1415	30240	54
1415	5723	54
1415	26852	56
1416	15073	24
1416	18981	41
1416	25874	41
1416	8598	32
1416	9773	8
1416	9158	25
1416	7625	22
1416	22499	22
1416	30440	12
1416	30425	28
1416	6073	20
1416	18421	42
1416	20761	9
1416	20761	17
1416	23257	45
1416	3587	3
1416	20581	5
1416	13593	43
1416	21141	18
1416	11601	33
1416	17639	71
1416	17639	65
1416	14908	35
1416	3595	54
1416	22238	54
1416	13899	54
1416	25084	54
